Number Of Reviews',Reviewer Name,Location,Review Date,Review Title,Review Text,Date Of Experience,Star Rating,Response Date,Response Text,Bakery Name,Overall Rating
7 reviews,Rani,GB,08-Sep-20,Amazing cakes everytime,This isn’t my first time ordering from DD and it isn’t my first review either. DD are my go to company for both cakes and brownies for celebrations in my household and also for sending sweet treats to friends and family (all of which get massive compliments and in turn these friends and family are now DD customers!) Whether the cakes are posted to the recipient or delivered to my door they arrive in perfect condition and taste even better! I 100% recommended Desserts Delivered and guarantee you won’t be disappointed.,Date of experience: 08 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
5 reviews,kelly,GB,08-Sep-20,Fabulous cheesecake,Fabulous cheesecake delivered as promised to my niece for graduation! Perfect surprise,Date of experience: 08 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
4 reviews,Miss Bea Gully,US,08-Sep-20,10 days and still no refund,"DHL are now showing my item As returned to sender and I still haven’t received a refund

Communication with company has been diabolical. They’ve made it clear that they will only refund if I remove review so I have had to contact trading standards.

Have a read of the reviews before you use this company. I wish I had.",Date of experience: 08 September 2020,Rated 1 out of 5 stars,12-Sep-20,This was delivered.,Desserts Delivered Bakery,4
2 reviews,Dean Jenkins,GB,07-Sep-20,Great Service,Great selection. Arrived on time and excellently packaged. Cake tasted great. Thanks!,Date of experience: 07 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Modupe Balogun,NG,07-Sep-20,The cake was delicious but the delivery…,The cake was delicious but the delivery was not properly done.,Date of experience: 07 September 2020,Rated 3 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Cara,GB,07-Sep-20,Lovely company,"Lovely company, the cake was delicious! The delivery was on time and also came well packaged with no damage to the cake.",Date of experience: 07 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
12 reviews,Mrs F,GB,06-Sep-20,Problems with delivery dealt with well by Desserts Delivered,"Ordered a cheesecake for my mums birthday. Unfortunately, the courier misrouted it so it ended up being delivered 4 days later than it should and not in a fit state to eat as it hadn’t been refrigerated. Desserts Delivered were very good and offered a replacement or refund. Refund received a few days later. A shame we didn’t get to eat the cheesecake but good customer service when things went wrong.",Date of experience: 06 September 2020,Rated 4 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,Tariq Mohammed,GB,05-Sep-20,Cake was delicious,"The cake was delivered the following day. Received text from couriers to let me know where the cake was and it was delivered as expected. Everyone loved the cake, highly recommend and will be ordering again.",Date of experience: 05 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,OA,GB,05-Sep-20,Perfect,Perfect. Simple as that.,Date of experience: 05 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Rachel,GB,05-Sep-20,Yum!,Delicious milkshakes and great cakes!,Date of experience: 05 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Tony,GB,05-Sep-20,"Great cakes,prompt delivery","Great cakes,prompt delivery, would highly recommend to anyone looking for quality cakes delivered.",Date of experience: 05 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Phil Carr,GB,05-Sep-20,Best desserts in town!,Oreo Stack and White Lion Bar milkshake. Best desserts in town!,Date of experience: 05 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,James,GB,05-Sep-20,My go to company for birthday cakes,"My go to company for birthday cakes, 4th time ordering from here and the cakes never dissapoint. My kids wish they had a birthday every week!

Excellent value for money, such a wide range of extras too which give the cake that extra WOW factor.",Date of experience: 05 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,PPIL INFO,GB,05-Sep-20,Fantastic Desserts,Fantastic Desserts.  Taste too good.  Will defo be ordering again.,Date of experience: 05 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Joe Reid,GB,05-Sep-20,Best Banoffee in town,,Date of experience: 05 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,Thomas Hix,GB,05-Sep-20,Absolutely delicious!,"My friend gave me the recommendation after seeing him post a picture of one of the cakes on his Instagram.

I ordered the Biscoff cake, and it tasted as good as it looked (delicious!).

Arrived on time and the packaging was very thorough. Will definitely be ordering again",Date of experience: 05 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
10 reviews,Bobbie,GB,05-Sep-20,Cakes are bloody amazing,"Cakes are bloody amazing, shakes make me feel alive. Only place I would come to for a desert. Fantastic customer service and fantastic fresh deserts.",Date of experience: 05 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Drake,GB,05-Sep-20,Drake gives it 10/10,"When you spend £30 on a cake you expect it to be 10/10, with desserts delivered you get exactly that. Quality cakes for a fair price. I highly recommend this bakery to anybody that is after quality.",Date of experience: 05 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Aakash Qasam,GB,05-Sep-20,Came on time 10/10,,Date of experience: 05 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Nicola Forrest,GB,05-Sep-20,Never fails to impress,"Never fails to impress, yet another lovely cake, thank you! Tasted fantastically fresh and looked amazing, kids have already picked out the ones they want for their birthdays (next year!)",Date of experience: 05 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,Sandi,GB,Updated 5 Sept 2020,Fabulous!,Great service. Great products! Professional and efficient.,Date of experience: 05 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,"Saanii,",GB,05-Sep-20,One in a million!,"One in a million!
Cakes tastes better then wifes cooking
Would recommend to anyone that hasn’t yet tried it! 11/10??",Date of experience: 05 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
7 reviews,AMA,GB,05-Sep-20,Ordered cake from this company some…,"Ordered cake from this company some time ago . Cake arrived damaged. Contacted them on Facebook with pictures of cake. They offered 50% next order , only to be ignored when I tray to get 50% off .",Date of experience: 05 September 2020,Rated 1 out of 5 stars,05-Sep-20,"These reviews are clearly fake, no order exists for this sale or name. No contact details have also been provided.",Desserts Delivered Bakery,4
4 reviews,Caroline  Richardson,GB,04-Sep-20,The cake arrived safely and was very…,"The cake arrived safely and was very well packed
It ya ST ted delicious and we will certainly use you again",Date of experience: 04 September 2020,Rated 4 out of 5 stars,,,Desserts Delivered Bakery,4
4 reviews,Camilla Bone,GB,04-Sep-20,Delivered in brilliant safe packaging,Delivered in brilliant safe packaging. Everyone really enjoyed the taste and it looked amazing. I couldn’t taste as it wasn’t gluten free. But the birthday boy was very happy and that’s what matters. Would 100% use you again,Date of experience: 04 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
15 reviews,Kel Neighbours,GB,03-Sep-20,Great product - great delivery,"Ordered the variety brownie pack for my friend, it was super easy to do, delivery was tracked and I was kept up to date. Very well packaged and I would definitely buy from these guys again.",Date of experience: 03 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,Halalfinedininglndn,GB,02-Sep-20,The cake was delivered in absolutely…,"The cake was delivered in absolutely immaculate perfect condition, was actually suprised at how perfect it arrived via post, this was a surprise birthday cake sent to me from my friend. Absolute beautiful presentation and super yummy loved how soft and fluffy it was! You guys are doing a wonderful job, keep at it and hope to place my own order from you guys soon! Thanks",Date of experience: 02 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Courtney Rimmer,GB,Updated 14 Sept 2020,Awful Customer Service DO NOT USE,"My wife ordered a cake for our friends birthday, and the cake never arrived on time. Despite paying £7.99 for nominated day delivery and an extra £5 for the date being a Saturday. Things happen so naturally my wife requested a refund as the cake never showed up on time, as we had to buy another. Communication was poor and they initially refused a refund. Only when a review was placed on Trustpilot did they fully engage; arguing the cake had been delivered and offering a refund only if the review was taken down. The company was blatantly lying, as a delivery man showed up 3 days later with the cake. Absolutely awful customer service, do not use!!!

03/09/20
In response to the company’s reply below, I have photographic evidence with time stamp proving delivery was several days late. Shocking service

14/09/20

The company is now threatening my wife with legal action based on grounds of Slander. Not sure they understand the meaning of Slander. However we wouldn’t of gone to all this trouble if they simply refunded the money.",Date of experience: 02 September 2020,Rated 1 out of 5 stars,03-Sep-20,Cake was delivered and signed for hope you enjoyed,Desserts Delivered Bakery,4
4 reviews,v3_o (Victor),GB,02-Sep-20,Amazing as always.,,Date of experience: 02 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
25 reviews,Paul,GB,01-Sep-20,Very easy to order and quick to arrive,"Very easy to order and quick to arrive
Very Tasty cake
However
The courier placed the box on its end so it was all smashed up in the box
I have emailed desserts delivered but they have failed to get back to me
Overall, disappointed, but only because of DHL’s mistake",Date of experience: 01 September 2020,Rated 3 out of 5 stars,,,Desserts Delivered Bakery,4
5 reviews,Rae,GB,01-Sep-20,I hate to leave a bad review but.....,I spent a lot of money on a cake which I have to say was really disappointing. The product came frozen and the ice bags had leaked. This spoiled the presentation of the cake as it was in a pool of water. The taste of the cake tasted cheap.,Date of experience: 01 September 2020,Rated 1 out of 5 stars,01-Sep-20,"Not only is this review a complete. lie but is not even from a valid order. We send the cakes using DRY ICE, DRY ICE is not a liquid it is CO2 to keep perishable goods cool during transit to ensure quality. It is impossible for co2 to leak water when there is no water in!!",Desserts Delivered Bakery,4
1 review,Barbara Collins,GB,01-Sep-20,Great service,,Date of experience: 01 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Rainah Reid,GB,01-Sep-20,Excellent,The cake looked beautiful and was lovely and moist.,Date of experience: 01 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Simon manning,GB,Updated 1 Sept 2020,I felt the advertising was a little…,"I felt the advertising was a little misleading as when the cheesecake arrived it was quite small.

Update: thanks for your reply if you can call it that. As a company you would’ve probably looked better not replying tbh. And for reference who looks for measurements when they are buying this sort of thing.",Date of experience: 01 September 2020,Rated 3 out of 5 stars,01-Sep-20,Full sizes are clearly stated online,Desserts Delivered Bakery,4
2 reviews,customer,GB,01-Sep-20,Yummy cake,"Yummy cake, but they should have more structured notification process with respect to delivery completion for the order placed",Date of experience: 01 September 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Lloyd,GB,31-Aug-20,Cake lovey well packaged,"Cake lovey well packaged
They were very slow in responding to messages and poor communication.
Which is why it’s 3stars",Date of experience: 31 August 2020,Rated 3 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Aryan Chopra,GB,31-Aug-20,Wrong drink was given and tracking app…,"Wrong drink was given and tracking app did not rlly work. Food was OK, nothing amazing",Date of experience: 31 August 2020,Rated 3 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Liz Bower,GB,31-Aug-20,Red velvet cake review,"The cake delivery and ordering was amazing!
The look of the cake was great!
The taste - not so good - a little disappointing!",Date of experience: 31 August 2020,Rated 3 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,Richard Raspini,GB,31-Aug-20,Highly recommended,"Excellent service and so easy to order online. The delivery was on time and very convenient, however the delivery driver thought it was ok to turn the boxes on their side even though clearly labelled this way up.
Luckily everything was so well packaged that there was no damage to the cakes.
Lovely presentation and the cakes taste great. Best brownies I’ve ever eaten too.
The only problem is disposing of the massive packaging but that’s acceptable.
Thumbs up all the way.",Date of experience: 31 August 2020,Rated 4 out of 5 stars,,,Desserts Delivered Bakery,4
4 reviews,Vanessa,GB,23-Aug-20,Incredible service,Incredible service - very prompt - highly recommended,Date of experience: 23 August 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,Sophie Gibbs,GB,19-Aug-20,Very happy with purchase,"Very happy with purchase, the hazelnut cake was delicious, presented very well only criticism would be the size of the cake. But overall very happy.",Date of experience: 19 August 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,kiera bowie,GB,18-Aug-20,Amazing!!,"Was a little worried as I've never ordered from an online bakery but I am so impressed with my cake!! Odered the rainbow cake for my birthday and I am so happy with it!! Arrived on time (much earlier in the day than I expected which was fab) and tasted incredible, along with the brownies which were equally as amazing!!!",Date of experience: 18 August 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
4 reviews,Scribbins,GB,18-Aug-20,Delivery was fast and more importantly…,Delivery was fast and more importantly the cake was delicious. Thank you!,Date of experience: 18 August 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Jo,GB,15-Aug-20,Thoroughly enjoyable cake ??,"Ordered a cake from Desserts Delivered as no local company could complete with 5 days notice.
Order process straight forward, email provided with updates on delivery with estimated delivery slot.
Cake box arrived in large cooler box with actual cake in smaller well presented box. Cake itself was slightly smaller than I expected for the price however the cake was well presented. I chose the Bueno cake and taste was perfect so light and fluffy (a previous review mentioned more icing than cake) there is icing around the cake however this is a light chocolate icing that blends well with the lightness of the whole cake.
I will definitely be ordering again.",Date of experience: 15 August 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,C Green,GB,11-Aug-20,Great cakes,Great cakes. Quick delivery. Very happy.,Date of experience: 11 August 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
5 reviews,Luke Terry,GB,06-Aug-20,Fantastic !!,Fantastic !!! Highly recommend !!! Ordered this cake just a couple days before my 18th came and was delicious and stunning !!! Perfect sizing for a family and a few more !! Couldn’t fault it xx,Date of experience: 06 August 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
4 reviews,Karen & Jason G,GB,06-Aug-20,This was for a 50th Birthday of a…,"This was for a 50th Birthday of a colleague whilst working remotely. It was perfect! She loved it, arrived intact, chilled and she said it tasted amazing. Great service and value for money. Will definitely use again.
Thank you.",Date of experience: 06 August 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
6 reviews,SB,GB,03-Aug-20,Very impressed with the ordering…,Very impressed with the ordering process. Ordered at 13.58pm and was delivered next day by 11.30am. Everyone enjoyed the cake.,Date of experience: 03 August 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
4 reviews,tris mckillen,GB,03-Aug-20,Your cake was delicious,"Your cake was delicious, my daughter absolutely loved it",Date of experience: 03 August 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Andy Farmer,GB,02-Aug-20,Second time of using and just as good,Second time of using and again they did not disappoint.  Tasty cakes that make the birthday celebrations even more special,Date of experience: 02 August 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
5 reviews,Ally Much,GB,02-Aug-20,Lovely efficient service,Lovely efficient service i ordered after midday and first thing in the morning the cake was delivered in a cool box to prevent melting.The cake had more icing than cake. But the deco was good and i cant fault anything besides the content of the cake,Date of experience: 02 August 2020,Rated 4 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Ben F,GB,02-Aug-20,"Amazing cakes, delivery service let it down.","I’d requested for a surprise birthday cake to be delivered on a specific day for my fiancée .  A day earlier than requested, whilst at work I received a call/voicemail message stating that they’d been to my house to try and deliver the cake. (Very lucky my fiancée wasn’t in).   I explained that it was the following day I had requested delivery of the cake and they said they would bring it back on the correct day between 6-7pm. I explained that was fine but that I had to leave at 20 past 7.    7pm came and went and no sign of the cake.  Called the store and was told the driver was on the way, however by 20 past it had still not arrived and I had to leave.  On returning home later that evening I called the store to let them know they could deliver anytime from then on, and an hour or so later the cake arrived. The cakes are amazing here, it’s just a shame the delivery process let it down.",Date of experience: 02 August 2020,Rated 3 out of 5 stars,06-Aug-20,Apologies we will pass this on to our courier,Desserts Delivered Bakery,4
1 review,Hannah Swinfield,GB,02-Aug-20,Cake was brilliant,"Cake was brilliant, looked amazing, And was very tasty. Only reason for 4 stars was due to the delivery charge being almost £8, also tried to charge an extra fiver for weekend delivery but other than that brilliant service.",Date of experience: 02 August 2020,Rated 4 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Rich e,GB,02-Aug-20,Birthday cake,"Everything was excellent, they accommodated all my needs, even changing the delivery date at short notice, always getting back to me quickly, the cake was amazing :)",Date of experience: 02 August 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Andrea Gilliver,GB,01-Aug-20,Delicious lovely looking cakes waiting…,Delicious lovely looking cakes waiting for an excuse to order another one.,Date of experience: 01 August 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Victoria Brown,GB,01-Aug-20,Always delivered on time in perfect…,"Always delivered on time in perfect condition, love these cakes have ordered several times.",Date of experience: 01 August 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Peter,GB,01-Aug-20,Awesome cake,"Awesome cake, and fantastic service. Arrived exactly when it was supposed to, and was super fresh. It lasted way longer than other cakes I've had before too.",Date of experience: 01 August 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
4 reviews,Susan Smith,GB,01-Aug-20,Disappointing cake very tiny frozen and…,Disappointing cake very tiny frozen and simplistic for over £50 I expected more - sad,Date of experience: 01 August 2020,Rated 2 out of 5 stars,02-Aug-20,We feel our cakes are very good value for money as well as manny of our customers are seen on our excellent rating. Thanks,Desserts Delivered Bakery,4
2 reviews,Mr david marlowe,IE,31-Jul-20,Excellent service and beautiful cake,"Excellent service and beautiful cake
Cake came in a beautiful box as well
Would buy again",Date of experience: 31 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,Maria Thirlway,GB,Updated 2 Aug 2020,Ordered the Brownie Treat Box for my…,"Ordered the Brownie Treat Box for my sons birthday. I normally bake homemade but wanted something more special with it being his birthday. When they eventually arrived you could tell just by looking at them they were nothing more than normal brownies that had been put in the freezer ... We eat half of one & the rest went in the bin ... Were that dry & stodgy totally not edible. Felt totally let down & £20 just ended in the bin! What a waste! Don’t know how you can get away with selling such horrible products at these prices! Birthday Treat Disaster! ... Emailed several times now & not one response! Full refund should be given! Expecting this review to go straight in the clouds & again no response!

Update ... After been promised a ‘full refund’ in response to my review this was not so ... ‘Tony’ asked me to delete my review & then a refund would be given ... I replied that I’d only take my review down once payment was received in full ‘as promised’ ... Absolutely disgusted with this companies behaviour & attitude. Never come across such appalling customer service! ... Promise a full refund on a review reply publicly only to be given an ultimatum & no intentions of actually paying it any how!!!

As you know you didn’t ask for the brownies back as I’d already put them in the bin un eaten & said so ... They were in edible! You’ve just emailed me saying‘You’re going to process a full refund AND give me 50% off any of your products’!!! ... Minutes later your replying full of lies on this platform! ... I can prove everything by all email correspondence! ... Could of been settled by a full refund as repeatedly promised! ... I’m now taking this further & have documentation of every email you have sent ... Repeatedly telling me to remove my review ... Absolutely despicable! The truth will come out now ... Thoroughly disgusted by this company & will not let you get away with your repeated bullying & ultimations!",Date of experience: 31 July 2020,Rated 1 out of 5 stars,02-Aug-20,"We contacted customer for a full refund as they did not like the product. We asked for customer to return the goods so we can inspect, Customer ate the goods but still wanted a refund. Sorry we can not accept that. Please follow the terms and conditions. Thanks",Desserts Delivered Bakery,4
1 review,Helen Campbell,GB,31-Jul-20,Really good cake,"Really good cake, delivered on time and looked great. Will be back",Date of experience: 31 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Bethanie Underwood,GB,31-Jul-20,"Good delivery time, cake was nice","Cake was gorgeous and tasted nice (little bit on the dry side)
Delivery was great but would’ve liked a bit more communication as I couldn’t track it and didn’t get any emails.
Overall would order again!",Date of experience: 31 July 2020,Rated 4 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Barbara,GB,30-Jul-20,Best cakes around,"I have ordered from this company a couple of times now and have not been disappointed. The cakes arrived on the date I requested and were packaged securely. They always taste amazing and I would now not go anywhere else for occasion cakes. I love their new balloon number toppers which I had on my cake for my Birthday, they're a perfect little extra and make a change from candles.",Date of experience: 30 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Simon,GB,28-Jul-20,Fantasic looking cake and tasted so…,Fantasic looking cake and tasted so fresh. Will definatly order again!,Date of experience: 28 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Merlin Cherian,AE,27-Jul-20,Great customer service,Great customer service. Tony was very supportive through emails.,Date of experience: 27 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,Pawe? Pol,PL,27-Jul-20,I pay for the delivery time on Saturday…,I pay for the delivery time on Saturday and receive the package on Monday,Date of experience: 27 July 2020,Rated 1 out of 5 stars,27-Jul-20,Item was delivered and the date you paid for and asked. Please re check your order confirmation Thanks,Desserts Delivered Bakery,4
15 reviews,samara,GB,Updated 27 Jul 2020,On time perfect delivery,On time perfect delivery- sturdy box .. American drinks and chocolate on point! Brownies and cake lovely and moist - highly recommend!!,Date of experience: 27 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,Alastair,GB,27-Jul-20,Lovely cake,"Lovely cake, arrived on time and was enjoyed by everyone.",Date of experience: 27 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Lindsey,GB,27-Jul-20,Excellent service,"Excellent service. I ordered my cake of choice and it was delivered to my door well within the 24 hour period. The cake was well packed, delicious and the sponge was perfect. In addition I had a query, so made contact via the email address and received a prompt response and the query dealt with straight away. I would definitely recommend this service and would order with them again. Thank you",Date of experience: 27 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Jo,GB,27-Jul-20,Brilliant service,"Brilliant service, so easy. Arrived on time, perfect condition and tasted amazing. Would highly recommend. Thank you!",Date of experience: 27 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Hazel,GB,26-Jul-20,Fantastic cakes!,"Swift delivery, great customer service, and (most important of all) FANTASTIC cake! Thankyou very much – I’d recommend the company to others and wouldn’t hesitate to use you again.",Date of experience: 26 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
11 reviews,Holly Turner,GB,26-Jul-20,This is the second cake I’ve ordered…,This is the second cake I’ve ordered from desserts delivered and they didn’t disappoint- ordered the white rainbow cake for my daughters 5th birthday and she absolutely loved it! Such a lovely cakes and lots of choice for all ages.,Date of experience: 26 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
7 reviews,Nicola Martin,GB,26-Jul-20,Superb all round!,Superb delivery. Deliciously different cakes! Really chuffed to have chosen this company. Will not be the last time we use them! Delighted!,Date of experience: 26 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
18 reviews,Helen Porton,GB,26-Jul-20,The brownies were delivered on time and…,"The brownies were delivered on time and were not too squashed
The flavours were good but they were quite dry in texture so were not as pleasant as they looked",Date of experience: 26 July 2020,Rated 3 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,Mr T Shillingford,GB,26-Jul-20,Excellent & Delicious,Excellent & Delicious. Thank you,Date of experience: 26 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
19 reviews,Angela Deacon,GB,26-Jul-20,I purchased the chocolate rainbow cake…,"I purchased the chocolate rainbow cake and it was lovely, not too sweet and great rainbow coloured layers, will definitely be using them for future cake purchases",Date of experience: 26 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
4 reviews,Kathryn Stewart,GB,25-Jul-20,Fantastic,"Fantastic, again. Thank you!!  Everything was great,delivery on time and big smiles all around with the wonderful flavours. FAB!!",Date of experience: 25 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
5 reviews,Deborah,GB,25-Jul-20,Very good and yummy,,Date of experience: 25 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Georgia Hanara,GB,25-Jul-20,6th Time,"Amazing cakes, amazing fast service! I buy all my cakes from you now, this one being the 6th one!",Date of experience: 25 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
5 reviews,keri,GB,25-Jul-20,Spot on,"Spot on! Fabulous cake, perfectly delivered. Thrilled 16 year old, thank you ??",Date of experience: 25 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Annie rose Carter,GB,25-Jul-20,Biscoff cake,"Cake was amazing beautiful made and tasted delicious

Thank you so much",Date of experience: 25 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
12 reviews,Heng Hui,GB,25-Jul-20,Superb white chocolate Lindt cake,"Ordered white chocolate Lindt cake - was lovely cake, enjoyed by all..  and on time delivery",Date of experience: 25 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Shelley,GB,25-Jul-20,Amazing!,"Cake arrived well packed so no breakages, cake was really lovely looking and tasted amazing. Would definitely order again.",Date of experience: 25 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Melanie J,GB,25-Jul-20,Delicious cake- my son loved it for his…,"Delicious cake- my son loved it for his birthday- bit small for the price but very very tasty

Easy to order snd delivered on time.",Date of experience: 25 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,ERWIN,GB,25-Jul-20,Delicious cake,The cake was well packed and shipped on time. The cake was moist and perfectly baked. Would highly recommend. Will definitely order again.,Date of experience: 25 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Sam S,GB,24-Jul-20,Amazing!,Amazing! Will be ordering again in future.,Date of experience: 24 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Tony M,GB,24-Jul-20,"Fantastic service, delivery and most importantly... cakes!","I'd never used Desserts Delivered before so didn't quite know what to expect, but I have to say that the whole process was brilliant. I ordered a cake for my wife's birthday on the Monday, it was delivered the next day and packaged really well. The cake itself was amazing, not just taste, but decoration too. Will definitely use again. Thank you to everyone at Desserts Delivered!",Date of experience: 24 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
6 reviews,TRUPRINT,GB,24-Jul-20,Perfect!,Perfect!! Everything on time and the cake is delicious!!,Date of experience: 24 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
8 reviews,Stephen Millard,GB,24-Jul-20,Delivered on time and safely,"Delivered on time and safely, was well packed and frozen and looks and tastes fantastic.",Date of experience: 24 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,Hungry Cake Hole,GB,24-Jul-20,Epic Cake,"Arrived on time, well packaged, baked to perfection and fantastically finished. Did not disappoint and will definitely use again.",Date of experience: 24 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Kieran,GB,24-Jul-20,Amazing service and delivery,Amazing service and delivery! The cakes taste as good as they look.,Date of experience: 24 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
5 reviews,Kat stevens,GB,24-Jul-20,Great experience  from start to finish,"Great from start to finish! I would recommend this company; having just ordered a cake for my daughters 10th Birthday.
The cake arrived well boxed in excellent condition and looked exactly as pictured on the website, it also tasted amazing too . My daughter was so happy it made her day ! Order process online very easy and straight forward, we chose an exact delivery date and it arrived on time. I will definitely be using this company for my sons birthday cake in October .",Date of experience: 24 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Begoña mecerreyes,ES,23-Jul-20,everything was perfect,"everything was perfect, the delivery, the packaging..... and the carrot cake was great.
Thank you.",Date of experience: 23 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Alexandra,GB,23-Jul-20,Quick and easy to order,"Quick and easy to order, fast delivery (for a specified date), good price and delicious cake. Thanks!",Date of experience: 23 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
