Bakery Name,Overall Rating,Review Date,Location,Review Text,Reviewer Name,Star Rating
Ho's Bakery,4.1,21-Sep-08,Manchester,"This is nice Chinese style bakerly.
It is located in China town but a bit hard to find.
It is always busy with Chinese people .
In terms of taste, I would prefer Ho's bakery to Wong Wong bakery ( I heard Wong Wong is more HK style). The staff is so friendly and hard working, as soon as they find you , they come to you to serve.
I like to order 3 mini buns for 1 pound offer, such as roast pork buns Yummy.
Once before Christmas, I visited there and the staff said me to merry xmas and gave me a free drink too ( it is just before out of date, but still nice) they are so sweet!",Qype User (han…),5 star rating
Ho's Bakery,4.1,27-Aug-08,Brighton,"Ho's Bakery is a little hidden gem in China Town which isn't far from Yang Sing. It has a pretty unassuming exterior all told and manages to blend in well with the bright lights of China Town. However, this place has something a lot of the other little places in China Town don't: a wonderful selection of Chinese pastries sweet and savory and many lovely looking Chinese drinks and various delights to tantalise.


I've tried the custard bun, the melon pastry and the honey buns, and all were delicious. Definitely a must-visit if Chinese food is your thing.",Qype User (camiee…),4 star rating
Ho's Bakery,4.1,16-May-11,Manchester,"I've only visited this bakery about six times and my main reason for going is their coconut pudding, it's fantastic! Other than that the only other thing I've tried here is the Japanese cheesecake which I personally found light but very dry.
The staff always seem friendly and the TV often plays Chinese boy band concerts which are quite a show to watch even for 5 minutes. I always enjoy coming here but I do like other bakerys more in terms of the choice and selection offered.",Qype User (KittyC…),4 star rating
Ho's Bakery,4.1,27-Nov-08,"Macclesfield, Cheshire East","Bubble tea!!! It's one of only 3 places (that I know of) in the UK where you can get bubble tea. A whole menu of different flavours too!


And a great selection of chinese cakes.


You can eat in or takeaway - both the food and the tea",Qype User (mshel…),5 star rating
Ho's Bakery,4.1,25-Apr-16,"Droylsden, Greater Manchester","The honey buns and custard buns are delicious and the Portuguese custard tarts are heaven on a plate. We tried our first birthday cake at the weekend and it was equally as scrumptious. Beautiful light sponge, fresh fruit and cream arranged delightfully. Every morsel has been devoured. Good value for money too. We will certainly be returning very soon.",Kathryn T.,5 star rating
Ho's Bakery,4.1,22-Sep-08,York,"every time i'm in manchester, i try getting in to this bakery. they do the best, chicken tail buns, though i'm not sure if they have an english name, its a translated name from what my parents called them? they even have little mini ones! there like a sweet bread, filled with like a yellow fondant.


they have fab baked char sui buns. and other savory and sweet treats!


though i always give the cream cakes a miss? though they look great, the sponge is just not the same! or the cream? but that could be just me!",Qype User (poddin…),5 star rating
Ho's Bakery,4.1,15-Nov-08,Manchester,This is a lovely chinese bakery in china town i found it by accident once when trying to decide what reasturant to book. They also have one inside wing yip in ancoats. The chicken pasties are fantastic. When I go in there is always chinese people there (customers) which i would say is a good sign.,Qype User (miki…),5 star rating
Ho's Bakery,4.1,30-Oct-08,Manchester,"I've been going to Ho's bakery for many years - it's a surprise little gem (for those not in the know) which sits right in a pocket of Chinatown just in the shadow of the Chinese Arch. Aside from a neon sign attached to the wall on the outside and another sign across the side of the bakery, it hardly advertises itself proudly. You have to take a small flight of stairs before the sight and sounds of this fine bakery hit you in the eyes like two flying chopsticks from 'Big Trouble in Little China'.
The huge spring rolls are legendary, but the pork buns are one of my favourite snacks this side of 'chow mien on the go'.
There is a small eating area inside, but I usually grab a snack and wander round Chinatownit's one of my small pleasures.
Sweet cakes and pasties sit across from their savoury cousins and for the most part they are all delicious, some I can imagine might take a little time to get to know.
But go ahead and ask the assistants what's what - I'm sure if you ask you'll be given a taster.
Absorbing bakery.",Qype User (Paulo_…),5 star rating
Ho's Bakery,4.1,20-Jan-09,Manchester,"This bakery sells authentic chinese cakes and buns anything for the sweet tooth.
The prices are reasonable compared to the other chinese bakery in chinatown.
They are slightly more expensive than our typical english bakeries.


U can order birthday cakes made of cream and fresh fruit in a lightly baked sponge not the very sweet and nasty royal icing type u get at the english bakers.",Qype User (jscwa…),2 star rating
Ho's Bakery,4.1,27-Aug-10,Manchester,"Great food, great people - friendly and helpful. The cakes are awesome! Every year for my girlfriend's birthday I order a cake without fail.",Qype User (tin_la…),5 star rating
Ho's Bakery,4.1,23-Jan-11,"Salford, Greater Manchester","If I am near Ho's I cannot walk past I have to go in and buy egg tarts, pork buns and anything else that takes my fancy.the Best bubble tea in Manchester, Can sometimes be busy but well worth the wait. if its busy inside its lovely to walk around china town.",Qype User (GeneGe…),5 star rating
Ho's Bakery,4.1,25-May-11,Manchester,"found Ho by chance. on a rainy cold sunday i was in manchester to support a friend in the manchester 10km. after sending him on his way i needed a hot drink and a snack. found Ho, good selection of snacks, sweet and savoury...two cups of coffee and a pork roll. good fresh food and friendly staff.  recommend this place.",Qype User (bozbu…),4 star rating
Ho's Bakery,4.1,13-Aug-11,Manchester,"Amazing staff  always happy to talk about the food and other things, food is also amazing  all freshly baked. Been going here since I was young and I still love it today! I usually grab something light to eat in here before concerts in manchester and I just love sitting in there with something to eat!",Qype User (Tile…),5 star rating
Ho's Bakery,4.1,30-Sep-09,Manchester,"nice staff, nice food (though overpriced dumplings, sadly) if you have a sweet tooth, come here often. also nice for a quick snack.",Qype User (tsukak…),3 star rating
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,01-Apr-10,"Birkenhead, Merseyside","Definitely my favourite bakery in Manchester Chinatown.

We always buy our pastries/cakes from here. We used to get birthday cakes made from here too but we chose Wong Wong's for that now as they do the mango birthday cake. From what I can tell Ho's does not make that particular style.
There fried bread sticks are very yummy, well all the cakes are from Ho's.

We once arrived early just as they opened and had the chance to eat some of the buns while they were still warm. Absolutely delicious!

I agree with the one of the other yelper's who said they rush you while you are ordering. It just means I always forget to order that extra bun I wanted to try, which isn't such a bad thing for my hips.",Sam S.,5 star rating
Ho's Bakery,4.1,08-Jun-18,"Tempe, United States","One of the reasons why I gained so much weight is because of the sweets, and carbs! Yes, it's true, I have to admit. I'm a carbaholic! Places like Ho's Bakery doesn't help because they have fabulous Asian pastries. My friend Marvin brought me here, and we bought major carbs for our trip back to the U.S. Small bakery shop, old fashion, but best egg custard in Manchester,",Michael F.,4 star rating
Ho's Bakery,4.1,19-Jul-15,"Lawrence, United States","You're going to walk right by Ho's Bakery. Easy to miss, you're probably not going to stop, you probably think it looks like a place you don't want to frequent. Sometimes it's hard to walk through that door for the first time. Mistake. Walk right in because the food is first rate (comparing it to Chinatown in NYC and Flushing, NY, great locations). Dumpy, a little messy, nothing fancy, but their food... spectacular. Simple goods, prepared exceptionally well and with a smile. If I lived here this would be a routine place to stop in on occasion, one of those great little finds that makes you happy. I found the people working here to have a great attitude and that goes a long well in addition to their skills as bakers.",Scott T.,4 star rating
Ho's Bakery,4.1,22-Oct-09,,"Roll up to Ho's Bakery in Chinatown for good quality Chinese buns to take out. There's another one in Manchester and one in Leeds - is Ho soon to take the country by storm? Maybe. One bun at a time.

This little bakery tucked into an old arched building has nothing but freshly baked goodies (a few savoury snacks too like pasties) and for that we love them.

I've never tried the bubble tea myself but friends have raved about it - they have all different flavours so it is definitely on my to do list. But I can tell you that their cakes with cream, fresh fruit, things like that are so so delicious.

The prices, whilst steeper than a donut in Greggs, are still pretty good for what you are getting so don't let this put you off.",Sophie C.,3 star rating
Ho's Bakery,4.1,03-Jun-14,Manchester,"The coconut tart!

A cake layer beneath a macaroon style coconut mound cased in beautiful pastry with a cherry on top. All for 60p.

You can find them in the far end of the huge cabinet that divides the bakery. Behind the scenes you can see all the goings-on and how fresh some of the treats are.

There's a pin board full of occasion cakes that they've made. I can imagine they would taste of pure sugar - just as sweet as the messages piped on to them.

I'd say this was your place for sweet. Admittedly, I rarely stray from my beloved coconut tart - when you're on to a good thing it's hard to go here for anything else.",Hannah R.,4 star rating
Ho's Bakery,4.1,16-Apr-16,"Worsley, Greater Manchester","Excellent selection of buns & pasties at Ho's Bakery. Interior could do with a freshen up (is starting to look the wrong side of shabby now which takes a lot for me to admit as I don't usually give two hoots!) but the staff are really nice & are happy to explain to you what the fillings are if you are unsure. The prices are excellent - today I picked up a peanut butter bun, a beef satay pasty & a mini custard bun for just £3.20. Custard buns are my favourite - fluffy cloud of 'softer than brioche' bun with a thick sweet custard centre...wish I'd plumped for the 3 for £1.40 deal...but I was making an effort to be restrained today!

Their main competition is Wong Wongs bakery down the road...if you get the chance, try them both as they both share an excellent reputation...WW simply benefits from later opening times (pudding post Cantonese feast) & a fresher interior.",Laura J.,4 star rating
Ho's Bakery,4.1,24-Jul-15,Manchester,"Bought Wong Wong's Chestnut Swiss Roll before, just wanna try Ho's Pandan flavor. A little bit cheaper than Wong Wong.",Rina X.,3 star rating
Ho's Bakery,4.1,07-Nov-11,Manchester,"I'm not a regular customer here, so my three star rating stands to say that HO's still seems to me like an A-OK establishment.

However, after lunch at nearby Yuzu, I popped into Hos for a couple of sweet bean balls for dessert. Sorry Ho's, but I wasn't impressed and quite a lot of it ended up in the trash can as I made my way to Wong Wong Bakery for a replacement. I think Ho's were 50p for a larger ball than Wong Wong's, but more was definitely less in this case - not as much bean filling, plus unappetising cotton wool-texture pastry with none of the leathery crispness of Wong Wong's equivalent. See my companion Wong Wong update with cross-sectional photo for a better sweet bean ball!",William G.,3 star rating
Ho's Bakery,4.1,16-Feb-12,Failsworth,"I think Chinese Bakeries are my new ""average love"". Meaning I love going in them even though the stuff isn't great.
After a disappointing experience at a certain tea room in the gay village, we wandered over to China town for a few baked (or fried) treats.
We started with a spring onion fritter which was fab, super greasy and oniony - just what I wanted! And a bubble tea - can someone please explain to me what the hell the ""bubbles"" are? Then followed by a bag of three for £1.20 mini custard tarts (bad), honey bun (a-ok) and a mini custard bun (sooper dooper)!
I think in terms of first impressions of the shop Wong's wins by a mile. The stuff looks nicer in Wongs than in Ho's but the taste is pretty much the same for what I have sampled so far.
Anyway, it makes a great change from the normal butty dinner.",Grace R.,4 star rating
Ho's Bakery,4.1,14-Feb-10,"Leeds, West Yorkshire","It's no Wong Wong's bakery in Manchester, but it's definitely a bit cheaper (we're talking 10-20p cheaper). Don't go for to boba (cause they don't have too much of a selection) but most definitely go there for the AWESOMELY CHEAP and DELICIOUS pastries!!! especially the Egg custard cups (always fresh and a bit warm... just the way I like them) and the sweet buns (CHEAP PERFECTION!). The only bad thing I had there was their red bean fry balls... they were a bit crispy for my taste when they're supposed to be on the moist and chewy side.

staff is a bit frustrating cause they'll always try to rush you, but honey take your time! there's a lot of selection... once you get the hang of what's good and what you like you'll be in-and-out like no other with your orders.",Karm S.,3 star rating
Ho's Bakery,4.1,07-Nov-09,"Hastings, East Sussex","If you have a thing about pastry but sausage rolls and cheese and onion pasties bore you to death, then get yourself down to Ho's. The quality and range of items on offer here are outstanding. I like to come here for the chicken and pork buns but there's also seafood, chicken curry buns, satay beef rolls and fried dumpling.

The cream cakes are also popular, as are the custard buns and almond cookies. Do yourself a favour and wash if all down with a classic Bubble tea. You won't regret it.",Angela B.,4 star rating
Ho's Bakery,4.1,27-Jul-10,Manchester,"Possibly the best Chinese bakery in the world. Seriously. Whenever I'm in the Portland Street area, I always pop in here for a char sui bun, a preserved vegetable bun (wrapped in a lotus leaf) and a peanut butter cake, all washed down with a chocolate bubble tea. All the food here is fresh, inexpensive and - best of all - ridiculously tasty.


There really is something about sitting on a plastic seat during a rainy Manchester afternoon and sinking your teeth into a gelatinous peanut butter cake, filled to the brim with sweet creamy achingly smooth peanut butter. And if that's not your thing, I can highly recommend the Red Bean buns too. And the Honey Buns. And the...well, you can see where I'm going with this, can't you?",Qype User (MissCa…),4 star rating
Ho's Bakery,4.1,21-Sep-08,Manchester,"This is nice Chinese style bakerly.
It is located in China town but a bit hard to find.
It is always busy with Chinese people .
In terms of taste, I would prefer Ho's bakery to Wong Wong bakery ( I heard Wong Wong is more HK style). The staff is so friendly and hard working, as soon as they find you , they come to you to serve.
I like to order 3 mini buns for 1 pound offer, such as roast pork buns Yummy.
Once before Christmas, I visited there and the staff said me to merry xmas and gave me a free drink too ( it is just before out of date, but still nice) they are so sweet!",Qype User (han…),5 star rating
Ho's Bakery,4.1,27-Aug-08,Brighton,"Ho's Bakery is a little hidden gem in China Town which isn't far from Yang Sing. It has a pretty unassuming exterior all told and manages to blend in well with the bright lights of China Town. However, this place has something a lot of the other little places in China Town don't: a wonderful selection of Chinese pastries sweet and savory and many lovely looking Chinese drinks and various delights to tantalise.


I've tried the custard bun, the melon pastry and the honey buns, and all were delicious. Definitely a must-visit if Chinese food is your thing.",Qype User (camiee…),4 star rating
Ho's Bakery,4.1,16-May-11,Manchester,"I've only visited this bakery about six times and my main reason for going is their coconut pudding, it's fantastic! Other than that the only other thing I've tried here is the Japanese cheesecake which I personally found light but very dry.
The staff always seem friendly and the TV often plays Chinese boy band concerts which are quite a show to watch even for 5 minutes. I always enjoy coming here but I do like other bakerys more in terms of the choice and selection offered.",Qype User (KittyC…),4 star rating
Ho's Bakery,4.1,27-Nov-08,"Macclesfield, Cheshire East","Bubble tea!!! It's one of only 3 places (that I know of) in the UK where you can get bubble tea. A whole menu of different flavours too!


And a great selection of chinese cakes.


You can eat in or takeaway - both the food and the tea",Qype User (mshel…),5 star rating
Ho's Bakery,4.1,25-Apr-16,"Droylsden, Greater Manchester","The honey buns and custard buns are delicious and the Portuguese custard tarts are heaven on a plate. We tried our first birthday cake at the weekend and it was equally as scrumptious. Beautiful light sponge, fresh fruit and cream arranged delightfully. Every morsel has been devoured. Good value for money too. We will certainly be returning very soon.",Kathryn T.,5 star rating
Ho's Bakery,4.1,22-Sep-08,York,"every time i'm in manchester, i try getting in to this bakery. they do the best, chicken tail buns, though i'm not sure if they have an english name, its a translated name from what my parents called them? they even have little mini ones! there like a sweet bread, filled with like a yellow fondant.


they have fab baked char sui buns. and other savory and sweet treats!


though i always give the cream cakes a miss? though they look great, the sponge is just not the same! or the cream? but that could be just me!",Qype User (poddin…),5 star rating
Ho's Bakery,4.1,15-Nov-08,Manchester,This is a lovely chinese bakery in china town i found it by accident once when trying to decide what reasturant to book. They also have one inside wing yip in ancoats. The chicken pasties are fantastic. When I go in there is always chinese people there (customers) which i would say is a good sign.,Qype User (miki…),5 star rating
Ho's Bakery,4.1,30-Oct-08,Manchester,"I've been going to Ho's bakery for many years - it's a surprise little gem (for those not in the know) which sits right in a pocket of Chinatown just in the shadow of the Chinese Arch. Aside from a neon sign attached to the wall on the outside and another sign across the side of the bakery, it hardly advertises itself proudly. You have to take a small flight of stairs before the sight and sounds of this fine bakery hit you in the eyes like two flying chopsticks from 'Big Trouble in Little China'.
The huge spring rolls are legendary, but the pork buns are one of my favourite snacks this side of 'chow mien on the go'.
There is a small eating area inside, but I usually grab a snack and wander round Chinatownit's one of my small pleasures.
Sweet cakes and pasties sit across from their savoury cousins and for the most part they are all delicious, some I can imagine might take a little time to get to know.
But go ahead and ask the assistants what's what - I'm sure if you ask you'll be given a taster.
Absorbing bakery.",Qype User (Paulo_…),5 star rating
Ho's Bakery,4.1,20-Jan-09,Manchester,"This bakery sells authentic chinese cakes and buns anything for the sweet tooth.
The prices are reasonable compared to the other chinese bakery in chinatown.
They are slightly more expensive than our typical english bakeries.


U can order birthday cakes made of cream and fresh fruit in a lightly baked sponge not the very sweet and nasty royal icing type u get at the english bakers.",Qype User (jscwa…),2 star rating
Ho's Bakery,4.1,27-Aug-10,Manchester,"Great food, great people - friendly and helpful. The cakes are awesome! Every year for my girlfriend's birthday I order a cake without fail.",Qype User (tin_la…),5 star rating
Ho's Bakery,4.1,23-Jan-11,"Salford, Greater Manchester","If I am near Ho's I cannot walk past I have to go in and buy egg tarts, pork buns and anything else that takes my fancy.the Best bubble tea in Manchester, Can sometimes be busy but well worth the wait. if its busy inside its lovely to walk around china town.",Qype User (GeneGe…),5 star rating
Ho's Bakery,4.1,25-May-11,Manchester,"found Ho by chance. on a rainy cold sunday i was in manchester to support a friend in the manchester 10km. after sending him on his way i needed a hot drink and a snack. found Ho, good selection of snacks, sweet and savoury...two cups of coffee and a pork roll. good fresh food and friendly staff.  recommend this place.",Qype User (bozbu…),4 star rating
Ho's Bakery,4.1,13-Aug-11,Manchester,"Amazing staff  always happy to talk about the food and other things, food is also amazing  all freshly baked. Been going here since I was young and I still love it today! I usually grab something light to eat in here before concerts in manchester and I just love sitting in there with something to eat!",Qype User (Tile…),5 star rating
Ho's Bakery,4.1,30-Sep-09,Manchester,"nice staff, nice food (though overpriced dumplings, sadly) if you have a sweet tooth, come here often. also nice for a quick snack.",Qype User (tsukak…),3 star rating
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,01-Apr-10,"Birkenhead, Merseyside","Definitely my favourite bakery in Manchester Chinatown.

We always buy our pastries/cakes from here. We used to get birthday cakes made from here too but we chose Wong Wong's for that now as they do the mango birthday cake. From what I can tell Ho's does not make that particular style.
There fried bread sticks are very yummy, well all the cakes are from Ho's.

We once arrived early just as they opened and had the chance to eat some of the buns while they were still warm. Absolutely delicious!

I agree with the one of the other yelper's who said they rush you while you are ordering. It just means I always forget to order that extra bun I wanted to try, which isn't such a bad thing for my hips.",Sam S.,5 star rating
Ho's Bakery,4.1,08-Jun-18,"Tempe, United States","One of the reasons why I gained so much weight is because of the sweets, and carbs! Yes, it's true, I have to admit. I'm a carbaholic! Places like Ho's Bakery doesn't help because they have fabulous Asian pastries. My friend Marvin brought me here, and we bought major carbs for our trip back to the U.S. Small bakery shop, old fashion, but best egg custard in Manchester,",Michael F.,4 star rating
Ho's Bakery,4.1,19-Jul-15,"Lawrence, United States","You're going to walk right by Ho's Bakery. Easy to miss, you're probably not going to stop, you probably think it looks like a place you don't want to frequent. Sometimes it's hard to walk through that door for the first time. Mistake. Walk right in because the food is first rate (comparing it to Chinatown in NYC and Flushing, NY, great locations). Dumpy, a little messy, nothing fancy, but their food... spectacular. Simple goods, prepared exceptionally well and with a smile. If I lived here this would be a routine place to stop in on occasion, one of those great little finds that makes you happy. I found the people working here to have a great attitude and that goes a long well in addition to their skills as bakers.",Scott T.,4 star rating
Ho's Bakery,4.1,22-Oct-09,,"Roll up to Ho's Bakery in Chinatown for good quality Chinese buns to take out. There's another one in Manchester and one in Leeds - is Ho soon to take the country by storm? Maybe. One bun at a time.

This little bakery tucked into an old arched building has nothing but freshly baked goodies (a few savoury snacks too like pasties) and for that we love them.

I've never tried the bubble tea myself but friends have raved about it - they have all different flavours so it is definitely on my to do list. But I can tell you that their cakes with cream, fresh fruit, things like that are so so delicious.

The prices, whilst steeper than a donut in Greggs, are still pretty good for what you are getting so don't let this put you off.",Sophie C.,3 star rating
Ho's Bakery,4.1,03-Jun-14,Manchester,"The coconut tart!

A cake layer beneath a macaroon style coconut mound cased in beautiful pastry with a cherry on top. All for 60p.

You can find them in the far end of the huge cabinet that divides the bakery. Behind the scenes you can see all the goings-on and how fresh some of the treats are.

There's a pin board full of occasion cakes that they've made. I can imagine they would taste of pure sugar - just as sweet as the messages piped on to them.

I'd say this was your place for sweet. Admittedly, I rarely stray from my beloved coconut tart - when you're on to a good thing it's hard to go here for anything else.",Hannah R.,4 star rating
Ho's Bakery,4.1,16-Apr-16,"Worsley, Greater Manchester","Excellent selection of buns & pasties at Ho's Bakery. Interior could do with a freshen up (is starting to look the wrong side of shabby now which takes a lot for me to admit as I don't usually give two hoots!) but the staff are really nice & are happy to explain to you what the fillings are if you are unsure. The prices are excellent - today I picked up a peanut butter bun, a beef satay pasty & a mini custard bun for just £3.20. Custard buns are my favourite - fluffy cloud of 'softer than brioche' bun with a thick sweet custard centre...wish I'd plumped for the 3 for £1.40 deal...but I was making an effort to be restrained today!

Their main competition is Wong Wongs bakery down the road...if you get the chance, try them both as they both share an excellent reputation...WW simply benefits from later opening times (pudding post Cantonese feast) & a fresher interior.",Laura J.,4 star rating
Ho's Bakery,4.1,24-Jul-15,Manchester,"Bought Wong Wong's Chestnut Swiss Roll before, just wanna try Ho's Pandan flavor. A little bit cheaper than Wong Wong.",Rina X.,3 star rating
Ho's Bakery,4.1,07-Nov-11,Manchester,"I'm not a regular customer here, so my three star rating stands to say that HO's still seems to me like an A-OK establishment.

However, after lunch at nearby Yuzu, I popped into Hos for a couple of sweet bean balls for dessert. Sorry Ho's, but I wasn't impressed and quite a lot of it ended up in the trash can as I made my way to Wong Wong Bakery for a replacement. I think Ho's were 50p for a larger ball than Wong Wong's, but more was definitely less in this case - not as much bean filling, plus unappetising cotton wool-texture pastry with none of the leathery crispness of Wong Wong's equivalent. See my companion Wong Wong update with cross-sectional photo for a better sweet bean ball!",William G.,3 star rating
Ho's Bakery,4.1,16-Feb-12,Failsworth,"I think Chinese Bakeries are my new ""average love"". Meaning I love going in them even though the stuff isn't great.
After a disappointing experience at a certain tea room in the gay village, we wandered over to China town for a few baked (or fried) treats.
We started with a spring onion fritter which was fab, super greasy and oniony - just what I wanted! And a bubble tea - can someone please explain to me what the hell the ""bubbles"" are? Then followed by a bag of three for £1.20 mini custard tarts (bad), honey bun (a-ok) and a mini custard bun (sooper dooper)!
I think in terms of first impressions of the shop Wong's wins by a mile. The stuff looks nicer in Wongs than in Ho's but the taste is pretty much the same for what I have sampled so far.
Anyway, it makes a great change from the normal butty dinner.",Grace R.,4 star rating
Ho's Bakery,4.1,14-Feb-10,"Leeds, West Yorkshire","It's no Wong Wong's bakery in Manchester, but it's definitely a bit cheaper (we're talking 10-20p cheaper). Don't go for to boba (cause they don't have too much of a selection) but most definitely go there for the AWESOMELY CHEAP and DELICIOUS pastries!!! especially the Egg custard cups (always fresh and a bit warm... just the way I like them) and the sweet buns (CHEAP PERFECTION!). The only bad thing I had there was their red bean fry balls... they were a bit crispy for my taste when they're supposed to be on the moist and chewy side.

staff is a bit frustrating cause they'll always try to rush you, but honey take your time! there's a lot of selection... once you get the hang of what's good and what you like you'll be in-and-out like no other with your orders.",Karm S.,3 star rating
Ho's Bakery,4.1,07-Nov-09,"Hastings, East Sussex","If you have a thing about pastry but sausage rolls and cheese and onion pasties bore you to death, then get yourself down to Ho's. The quality and range of items on offer here are outstanding. I like to come here for the chicken and pork buns but there's also seafood, chicken curry buns, satay beef rolls and fried dumpling.

The cream cakes are also popular, as are the custard buns and almond cookies. Do yourself a favour and wash if all down with a classic Bubble tea. You won't regret it.",Angela B.,4 star rating
Ho's Bakery,4.1,27-Jul-10,Manchester,"Possibly the best Chinese bakery in the world. Seriously. Whenever I'm in the Portland Street area, I always pop in here for a char sui bun, a preserved vegetable bun (wrapped in a lotus leaf) and a peanut butter cake, all washed down with a chocolate bubble tea. All the food here is fresh, inexpensive and - best of all - ridiculously tasty.


There really is something about sitting on a plastic seat during a rainy Manchester afternoon and sinking your teeth into a gelatinous peanut butter cake, filled to the brim with sweet creamy achingly smooth peanut butter. And if that's not your thing, I can highly recommend the Red Bean buns too. And the Honey Buns. And the...well, you can see where I'm going with this, can't you?",Qype User (MissCa…),4 star rating
Ho's Bakery,4.1,21-Sep-08,Manchester,"This is nice Chinese style bakerly.
It is located in China town but a bit hard to find.
It is always busy with Chinese people .
In terms of taste, I would prefer Ho's bakery to Wong Wong bakery ( I heard Wong Wong is more HK style). The staff is so friendly and hard working, as soon as they find you , they come to you to serve.
I like to order 3 mini buns for 1 pound offer, such as roast pork buns Yummy.
Once before Christmas, I visited there and the staff said me to merry xmas and gave me a free drink too ( it is just before out of date, but still nice) they are so sweet!",Qype User (han…),5 star rating
Ho's Bakery,4.1,27-Aug-08,Brighton,"Ho's Bakery is a little hidden gem in China Town which isn't far from Yang Sing. It has a pretty unassuming exterior all told and manages to blend in well with the bright lights of China Town. However, this place has something a lot of the other little places in China Town don't: a wonderful selection of Chinese pastries sweet and savory and many lovely looking Chinese drinks and various delights to tantalise.


I've tried the custard bun, the melon pastry and the honey buns, and all were delicious. Definitely a must-visit if Chinese food is your thing.",Qype User (camiee…),4 star rating
Ho's Bakery,4.1,16-May-11,Manchester,"I've only visited this bakery about six times and my main reason for going is their coconut pudding, it's fantastic! Other than that the only other thing I've tried here is the Japanese cheesecake which I personally found light but very dry.
The staff always seem friendly and the TV often plays Chinese boy band concerts which are quite a show to watch even for 5 minutes. I always enjoy coming here but I do like other bakerys more in terms of the choice and selection offered.",Qype User (KittyC…),4 star rating
Ho's Bakery,4.1,27-Nov-08,"Macclesfield, Cheshire East","Bubble tea!!! It's one of only 3 places (that I know of) in the UK where you can get bubble tea. A whole menu of different flavours too!


And a great selection of chinese cakes.


You can eat in or takeaway - both the food and the tea",Qype User (mshel…),5 star rating
Ho's Bakery,4.1,25-Apr-16,"Droylsden, Greater Manchester","The honey buns and custard buns are delicious and the Portuguese custard tarts are heaven on a plate. We tried our first birthday cake at the weekend and it was equally as scrumptious. Beautiful light sponge, fresh fruit and cream arranged delightfully. Every morsel has been devoured. Good value for money too. We will certainly be returning very soon.",Kathryn T.,5 star rating
Ho's Bakery,4.1,22-Sep-08,York,"every time i'm in manchester, i try getting in to this bakery. they do the best, chicken tail buns, though i'm not sure if they have an english name, its a translated name from what my parents called them? they even have little mini ones! there like a sweet bread, filled with like a yellow fondant.


they have fab baked char sui buns. and other savory and sweet treats!


though i always give the cream cakes a miss? though they look great, the sponge is just not the same! or the cream? but that could be just me!",Qype User (poddin…),5 star rating
Ho's Bakery,4.1,15-Nov-08,Manchester,This is a lovely chinese bakery in china town i found it by accident once when trying to decide what reasturant to book. They also have one inside wing yip in ancoats. The chicken pasties are fantastic. When I go in there is always chinese people there (customers) which i would say is a good sign.,Qype User (miki…),5 star rating
Ho's Bakery,4.1,30-Oct-08,Manchester,"I've been going to Ho's bakery for many years - it's a surprise little gem (for those not in the know) which sits right in a pocket of Chinatown just in the shadow of the Chinese Arch. Aside from a neon sign attached to the wall on the outside and another sign across the side of the bakery, it hardly advertises itself proudly. You have to take a small flight of stairs before the sight and sounds of this fine bakery hit you in the eyes like two flying chopsticks from 'Big Trouble in Little China'.
The huge spring rolls are legendary, but the pork buns are one of my favourite snacks this side of 'chow mien on the go'.
There is a small eating area inside, but I usually grab a snack and wander round Chinatownit's one of my small pleasures.
Sweet cakes and pasties sit across from their savoury cousins and for the most part they are all delicious, some I can imagine might take a little time to get to know.
But go ahead and ask the assistants what's what - I'm sure if you ask you'll be given a taster.
Absorbing bakery.",Qype User (Paulo_…),5 star rating
Ho's Bakery,4.1,20-Jan-09,Manchester,"This bakery sells authentic chinese cakes and buns anything for the sweet tooth.
The prices are reasonable compared to the other chinese bakery in chinatown.
They are slightly more expensive than our typical english bakeries.


U can order birthday cakes made of cream and fresh fruit in a lightly baked sponge not the very sweet and nasty royal icing type u get at the english bakers.",Qype User (jscwa…),2 star rating
Ho's Bakery,4.1,27-Aug-10,Manchester,"Great food, great people - friendly and helpful. The cakes are awesome! Every year for my girlfriend's birthday I order a cake without fail.",Qype User (tin_la…),5 star rating
Ho's Bakery,4.1,23-Jan-11,"Salford, Greater Manchester","If I am near Ho's I cannot walk past I have to go in and buy egg tarts, pork buns and anything else that takes my fancy.the Best bubble tea in Manchester, Can sometimes be busy but well worth the wait. if its busy inside its lovely to walk around china town.",Qype User (GeneGe…),5 star rating
Ho's Bakery,4.1,25-May-11,Manchester,"found Ho by chance. on a rainy cold sunday i was in manchester to support a friend in the manchester 10km. after sending him on his way i needed a hot drink and a snack. found Ho, good selection of snacks, sweet and savoury...two cups of coffee and a pork roll. good fresh food and friendly staff.  recommend this place.",Qype User (bozbu…),4 star rating
Ho's Bakery,4.1,13-Aug-11,Manchester,"Amazing staff  always happy to talk about the food and other things, food is also amazing  all freshly baked. Been going here since I was young and I still love it today! I usually grab something light to eat in here before concerts in manchester and I just love sitting in there with something to eat!",Qype User (Tile…),5 star rating
